number,safe_repo,repo_name,archive,repo_id,technology,path
183,spiffe/spire-tutorials,spiffe/spire-tutorials,spiffe-spire-tutorials.tar.gz,167443151.0,opa,k8s/envoy-jwt-opa/k8s/backend/config/opa-policy.rego
184,timebertt/kubernetes-controller-sharding,timebertt/kubernetes-controller-sharding,timebertt-kubernetes-controller-sharding.tar.gz,450856979.0,kyverno,webhosting-operator/config/policy/webhosting-operator-scheduling.yaml
185,open-policy-agent/opa,open-policy-agent/opa,open-policy-agent-opa.tar.gz,48714685.0,opa,build/policy/helpers.rego
186,cdklabs/cdk-validator-cfnguard,cdklabs/cdk-validator-cfnguard,cdklabs-cdk-validator-cfnguard.tar.gz,608128360.0,cloudformation-guard,rules/control-tower/cfn-guard/s3/ct-s3-pr-1.guard
187,wkspower/wks-platform,wkspower/wks-platform,wkspower-wks-platform.tar.gz,525300352.0,opa,opa/wks_policy_rules.rego
188,alexrogalskiy/scala-patterns,alexrogalskiy/scala-patterns,AlexRogalskiy-scala-patterns.tar.gz,321002373.0,opa,policy/kubernetes.rego
189,devops-adeel/terraform-vault-secrets-kv,devops-adeel/terraform-vault-secrets-kv,devops-adeel-terraform-vault-secrets-kv.tar.gz,343418806.0,hashicorp-sentinel,sentinel_policies/vault/aws/inline_iam_resources.sentinel
190,azure/onboardvminsights,azure/onboardvminsights,Azure-OnBoardVMInsights.tar.gz,140773086.0,azure,Policy/vmss/LogAnalytics_WorkspaceMismatch_VMSS_Audit.json
191,department-of-veterans-affairs/bip-archetypetest,department-of-veterans-affairs/bip-archetypetest,department-of-veterans-affairs-bip-archetypetest.tar.gz,681769382.0,opa,local-dev/openpolicyagent/policy/api_authz_jwt_token.rego
192,torstava/k3s-flux-homelab,torstava/k3s-flux-homelab,TorStava-k3s-flux-homelab.tar.gz,634330681.0,kyverno,kubernetes/apps/kube-tools/kyverno/policies/ingress-annotations.yaml
193,weaveworks/policy-library,weaveworks/policy-library,weaveworks-policy-library.tar.gz,525737008.0,opa,policies/RBACProhibitWatchOnSecrets/policy.rego
194,equinor/radix-platform,equinor/radix-platform,equinor-radix-platform.tar.gz,139951489.0,opa,azure-policy/constraintTemplates/MustRunAsNonRoot.yaml
195,thibaultserti/kubernetes,thibaultserti/kubernetes,thibaultserti-kubernetes.tar.gz,653602692.0,kyverno,kyverno/custom-policies/revisionHistoryLimit.yaml
196,thecasualcoder/dobby,thecasualcoder/dobby,thecasualcoder-dobby.tar.gz,169595193.0,opa,dockerfile-security.rego
197,usa-reddragon/home-cluster-flux,usa-reddragon/home-cluster-flux,USA-RedDragon-home-cluster-flux.tar.gz,675759099.0,kyverno,infrastructure/kyverno/policies/add-imagepullsecrets.yaml
198,canada-ca/cloud-guardrails-gcp,canada-ca/cloud-guardrails-gcp,canada-ca-cloud-guardrails-gcp.tar.gz,322391001.0,opa,guardrails-validation/policies/09_Limit_egress_traffic/09_Limit_egress_traffic.rego
199,globalbao/azure-policy-as-code,globalbao/azure-policy-as-code,globalbao-azure-policy-as-code.tar.gz,344983232.0,azure,Bicep/modules/definitions/custom/inherit_all_rg_tags.json
200,ministryofjustice/modernisation-platform,ministryofjustice/modernisation-platform,ministryofjustice-modernisation-platform.tar.gz,285297257.0,opa,policies/member/utilities.rego
201,spacelift-io/terraform-starter,spacelift-io/terraform-starter,spacelift-io-terraform-starter.tar.gz,307408985.0,opa,policies/login.rego
202,hashicorp-education/learn-terraform-enforce-policies,hashicorp-education/learn-terraform-enforce-policies,hashicorp-education-learn-terraform-enforce-policies.tar.gz,261315075.0,hashicorp-sentinel,allowed-terraform-version.sentinel
203,sangkeon/java-opa-wasm,sangkeon/java-opa-wasm,sangkeon-java-opa-wasm.tar.gz,353066403.0,opa,sample-policy/src/policy.rego
204,hmcts/azure-policy,hmcts/azure-policy,hmcts-azure-policy.tar.gz,368456992.0,azure,policies/allowed_ip_sku/policy.json
205,openinfradev/helm-charts,openinfradev/helm-charts,openinfradev-helm-charts.tar.gz,257862896.0,opa,policy-resources/templates/constraint_k8sAllowedusersPerNamespaces.yaml
206,diamondlightsource/authz,diamondlightsource/authz,DiamondLightSource-authz.tar.gz,722963215.0,opa,policy/diamond/policy/proposal/proposal.rego
207,azure/bicep,azure/bicep,Azure-bicep.tar.gz,263503250.0,azure,src/Bicep.Core.Samples/Files/user_submitted/101/mg-policy/main.json
208,aquasecurity/starboard,aquasecurity/starboard,aquasecurity-starboard.tar.gz,247991727.0,opa,docs/tutorials/recommended_labels.rego
209,edgelesssys/uplosi,edgelesssys/uplosi,edgelesssys-uplosi.tar.gz,697660407.0,opa,config/validation.rego
210,fabianlee/blogcode,fabianlee/blogcode,fabianlee-blogcode.tar.gz,87131656.0,kyverno,k8s/kyverno/add-default-resources.yaml
211,tmaxbi/hyperdata,tmaxbi/hyperdata,tmaxbi-hyperdata.tar.gz,357423969.0,opa,install/onprem/metallb/metallb/policy/controller.rego
212,kube-components-stack/kustomization,kube-components-stack/kustomization,kube-components-stack-kustomization.tar.gz,499764654.0,kyverno,rendered-manifests/addons/namespaces/kyverno/base/additional-policies/always-pull-images.yaml
213,kata-containers/kata-containers,kata-containers/kata-containers,kata-containers-kata-containers.tar.gz,113404957.0,opa,src/kata-opa/allow-all.rego
214,toboshii/home-ops,toboshii/home-ops,toboshii-home-ops.tar.gz,366592227.0,kyverno,cluster/apps/kyverno/policies/delete-cpu-limits.yaml
215,gettek/terraform-azurerm-policy-as-code,gettek/terraform-azurerm-policy-as-code,gettek-terraform-azurerm-policy-as-code.tar.gz,326000526.0,azure,policies/Network/deny_nic_public_ip.json
216,a1994sc/helm,a1994sc/helm,a1994sc-helm.tar.gz,532432660.0,kyverno,charts/kyverno-policies/templates/policies.yml
217,back-stack/showcase,back-stack/showcase,back-stack-showcase.tar.gz,725736049.0,kyverno,kyverno/policies/pod-security/restrict-privileged-port.yaml
218,loft-sh/jspolicy,loft-sh/jspolicy,loft-sh-jspolicy.tar.gz,363779064.0,jspolicy,library/general/allowedrepos/policy.yaml
219,azure/microsoft-defender-for-cloud,azure/microsoft-defender-for-cloud,Azure-Microsoft-Defender-for-Cloud.tar.gz,184655500.0,azure,Remediation scripts/Provision an Azure AD Administrator on SQL Server/Azure Policy - deny/azuredeploy.json
220,datreeio/crds-catalog,datreeio/crds-catalog,datreeio-CRDs-catalog.tar.gz,464859166.0,opa,index.yaml
221,verticalrelevance/control-broker,verticalrelevance/control-broker,VerticalRelevance-control-broker.tar.gz,454930813.0,opa,supplementary_files/pac_frameworks/OPA/CrossCloud/cross_cloud_demo.rego
222,yvosonthehub/labnetapp,yvosonthehub/labnetapp,YvosOnTheHub-LabNetApp.tar.gz,158808777.0,kyverno,Kubernetes_v6/Trident_Scenarios/Scenario25/cluster_policy2_pvc_validation.yaml
223,alexrogalskiy/spark-patterns,alexrogalskiy/spark-patterns,AlexRogalskiy-spark-patterns.tar.gz,323908907.0,opa,policy/kubernetes.rego
224,kubescape/regolibrary,kubescape/regolibrary,kubescape-regolibrary.tar.gz,401947582.0,opa,rules/ensure-https-loadbalancers-encrypted-with-tls-aws/filter.rego
225,kasmtech/workspaces-core-images,kasmtech/workspaces-core-images,kasmtech-workspaces-core-images.tar.gz,376955920.0,opa,ci-scripts/vulnerability-filter.rego
226,candig/candig-opa,candig/candig-opa,CanDIG-candig-opa.tar.gz,373250555.0,opa,permissions_engine/mask.rego
227,tparker00/home-ops,tparker00/home-ops,tparker00-home-ops.tar.gz,842052751.0,kyverno,kubernetes/apps/default/clusterpolicies/app/add-goldilocks-labels.yaml
228,azure/azure-network-security,azure/azure-network-security,Azure-Azure-Network-Security.tar.gz,215905001.0,azure,Azure Firewall/Policy - Azure Policy Definitions/Policy - Enforce Explicit Proxy Configuration for Firewall Policies/Azure Policy - Enforce Explicit Proxy Configuration for Firewall Policies.json
229,azure/azure-powershell,azure/azure-powershell,Azure-azure-powershell.tar.gz,23891194.0,azure,src/Resources/Resources.Test/StacksSubTemplate.json
230,enterprisedb/edb-terraform,enterprisedb/edb-terraform,EnterpriseDB-edb-terraform.tar.gz,520865462.0,cloud-custodian,actions/force-cleanup/policy_template.yml
231,googlecloudplatform/notebooks-blueprint-security,googlecloudplatform/notebooks-blueprint-security,GoogleCloudPlatform-notebooks-blueprint-security.tar.gz,299577715.0,opa,policies/constraints/compute_zone.yaml
232,khulnasoft-lab/starboard,khulnasoft-lab/starboard,khulnasoft-lab-starboard.tar.gz,679951574.0,opa,docs/tutorials/recommended_labels.rego
233,cmacrae/helm-charts,cmacrae/helm-charts,cmacrae-helm-charts.tar.gz,289668721.0,opa,charts/kove-deprecations/policies/get_default.rego
234,jtroberts83/cloud-custodian,jtroberts83/cloud-custodian,jtroberts83-Cloud-Custodian.tar.gz,95596976.0,cloud-custodian,Policies/ConsoleLogin.yaml
235,anokfireball/homelab-as-code,anokfireball/homelab-as-code,anokfireball-homelab-as-code.tar.gz,821732409.0,kyverno,flux/system/app-configs/cert-manager.yaml
236,krnese/azuredeploy,krnese/azuredeploy,krnese-AzureDeploy.tar.gz,43355516.0,azure,ARM/azPolicies/vmNamingConvention.json
237,azure/draft,azure/draft,Azure-draft.tar.gz,429509802.0,opa,pkg/safeguards/lib/manifests/v2.0.0/container-allowed-images/constraint.yaml
238,mpapenbr/iracelog-service-manager-go,mpapenbr/iracelog-service-manager-go,mpapenbr-iracelog-service-manager-go.tar.gz,603480881.0,opa,pkg/grpc/permission/policy.rego
239,azure/ausgovcaf-cloudsoe,azure/ausgovcaf-cloudsoe,Azure-ausgovcaf-cloudsoe.tar.gz,371314345.0,azure,policies/enable-vulnerability-assessment/policy.template.json
240,azure/canadapubsecalz,azure/canadapubsecalz,Azure-CanadaPubSecALZ.tar.gz,402766001.0,azure,policy/custom/definitions/policyset/templates/Tags-Audit-Missing-Tag-Resource/azurepolicy.json
241,boxp/arch,boxp/arch,boxp-arch.tar.gz,755165769.0,opa,policy/terraform/util.rego
242,fingerprintjs/fingerprint-pro-cloudfront-integration,fingerprintjs/fingerprint-pro-cloudfront-integration,fingerprintjs-fingerprint-pro-cloudfront-integration.tar.gz,521233050.0,cloudformation-guard,cloudformation/rules.guard
243,bridgecrewio/checkov,bridgecrewio/checkov,bridgecrewio-checkov.tar.gz,224386599.0,checkov,checkov/github/checks/require_linear_history.py
244,microsoft/docker-provider,microsoft/docker-provider,microsoft-Docker-Provider.tar.gz,54076950.0,azure,scripts/onboarding/aks/onboarding-using-azure-policy/azure-policy.json
245,dodas-ts/opa-bundles,dodas-ts/opa-bundles,DODAS-TS-opa-bundles.tar.gz,344411728.0,opa,PLANET/http/base/authz/default.rego
246,sighupio/module-policy,sighupio/module-policy,sighupio-module-policy.tar.gz,207518853.0,kyverno,katalog/kyverno/policies/collection/disallow-host-namespaces.yaml
247,carbonetes/brainiac,carbonetes/brainiac,carbonetes-brainiac.tar.gz,630321705.0,opa,internal/checker/docker/rules/user_for_container_created.rego
248,jr0dd/home-ops,jr0dd/home-ops,jr0dd-home-ops.tar.gz,391769041.0,kyverno,cluster/apps/kyverno/policies/delete-cpu-limits.yaml
249,azure/azure-monitor-baseline-alerts,azure/azure-monitor-baseline-alerts,Azure-azure-monitor-baseline-alerts.tar.gz,674724097.0,azure,services/RecoveryServices/vaults/templates/policy/BackupHealthMonitoring_aa56c6a8-87b3-4291-bdff-7996948c3155.json
250,jameswoolfenden/terraform-aws-dax,jameswoolfenden/terraform-aws-dax,JamesWoolfenden-terraform-aws-dax.tar.gz,250516587.0,checkov,checkov/DAXEncrypted.py
251,deckhouse/deckhouse,deckhouse/deckhouse,deckhouse-deckhouse.tar.gz,215783734.0,opa,ee/modules/015-admission-policy-engine/templates/trivy-provider/constraint.yaml
252,elastisys/compliantkubernetes-kubespray,elastisys/compliantkubernetes-kubespray,elastisys-compliantkubernetes-kubespray.tar.gz,317570501.0,opa,rook/helmfile.d/charts/podsecuritypolicies/templates/custom/read-only-root.yaml
253,litmuschaos/chaos-charts,litmuschaos/chaos-charts,litmuschaos-chaos-charts.tar.gz,201481561.0,kyverno,security/kyverno-policies/allow-capabilities-for-litmus-experiments-which-uses-runtime-api.yaml
254,azure/azure-blueprints,azure/azure-blueprints,Azure-azure-blueprints.tar.gz,155265625.0,azure,samples/old/Ignite2018/DeepDive02/SUB-TEMP-custom-policy-def.json
255,gnunn-gitops/cluster-config,gnunn-gitops/cluster-config,gnunn-gitops-cluster-config.tar.gz,289143626.0,kyverno,components/kyverno/overlays/policies/check-openshift-deprecated-apis.yaml
256,packtpublishing/kubernetes-and-docker-the-complete-guide,packtpublishing/kubernetes-and-docker-the-complete-guide,PacktPublishing-Kubernetes-and-Docker-The-Complete-Guide.tar.gz,257599209.0,opa,chapter11/parameter-opa-policy/rego/limitregistries.rego
257,googlecloudplatform/pubsec-declarative-toolkit,googlecloudplatform/pubsec-declarative-toolkit,GoogleCloudPlatform-pubsec-declarative-toolkit.tar.gz,365317857.0,opa,solutions/guardrails-policies/12-cloud-market-place/constraint.yaml
258,ishioni/homelab-ops,ishioni/homelab-ops,ishioni-homelab-ops.tar.gz,551654775.0,kyverno,kubernetes/apps/kyverno/kyverno/policies/ingress-cert-manager-annotation.yaml
259,portefaix/portefaix-kubernetes,portefaix/portefaix-kubernetes,portefaix-portefaix-kubernetes.tar.gz,308418167.0,kyverno,gitops/fluxcd/kubernetes/base/kyverno/portefaix/portefaix-policy-p0001.yaml
260,mchmarny/s3cme,mchmarny/s3cme,mchmarny-s3cme.tar.gz,588304121.0,kyverno,kyverno-policies/verify-slsa-provenance-keyless.yaml
261,askmeegs/build-a-platform-with-krm,askmeegs/build-a-platform-with-krm,askmeegs-build-a-platform-with-krm.tar.gz,335349883.0,opa,5-hosted-resources/bigquery/constraint.yaml
262,saltbo/zpan,saltbo/zpan,saltbo-zpan.tar.gz,211444856.0,opa,internal/app/usecase/authz/authz.rego
263,open-telemetry/weaver,open-telemetry/weaver,open-telemetry-weaver.tar.gz,754269214.0,opa,crates/weaver_checker/data/policies/invalid_policies.rego
264,testifysec/archivista-data-provider,testifysec/archivista-data-provider,testifysec-archivista-data-provider.tar.gz,661009696.0,opa,validation/archivista-data-provider-constraint-template.yaml
265,xgridinc/xc3,xgridinc/xc3,XgridInc-xc3.tar.gz,639498555.0,cloud-custodian,cloud_custodian_policies/iam-role.yml
266,boostsecurityio/poutine,boostsecurityio/poutine,boostsecurityio-poutine.tar.gz,784369027.0,opa,.poutine/config.rego
267,azure/azure-landing-zones-library,azure/azure-landing-zones-library,Azure-Azure-Landing-Zones-Library.tar.gz,764046303.0,azure,platform/alz/policy_definitions/Deny-Private-DNS-Zones.alz_policy_definition.json
268,norskhelsenett/ror,norskhelsenett/ror,NorskHelsenett-ror.tar.gz,705874642.0,kyverno,hacks/scripts/ror-cluster-initializer/policies/non-root.yaml
269,intelops/genval,intelops/genval,intelops-genval.tar.gz,690538834.0,opa,templates/defaultpolicies/rego/dockerfile_policies/deny_add/deny_add.rego
270,hmcts/cpp-module-terraform-azurerm-aks-config,hmcts/cpp-module-terraform-azurerm-aks-config,hmcts-cpp-module-terraform-azurerm-aks-config.tar.gz,556726104.0,opa,manifests/gatekeeper/constraint.yaml
271,ministryofjustice/cloud-platform-environments,ministryofjustice/cloud-platform-environments,ministryofjustice-cloud-platform-environments.tar.gz,135275788.0,opa,policy/utils.rego
272,lowrisc/sonata-software,lowrisc/sonata-software,lowRISC-sonata-software.tar.gz,803275793.0,opa,exercises/firmware_auditing/part_3/malloc_check.rego
273,onosproject/onos-helm-charts,onosproject/onos-helm-charts,onosproject-onos-helm-charts.tar.gz,227661730.0,opa,onos-umbrella/files/opa-rbac/devicesim-1.0.0.rego
274,hashicorp/terraform-sentinel-policies,hashicorp/terraform-sentinel-policies,hashicorp-terraform-sentinel-policies.tar.gz,452328733.0,hashicorp-sentinel,aws/restrict-db-instance-engines.sentinel
275,cloudposse/terraform-spacelift-cloud-infrastructure-automation,cloudposse/terraform-spacelift-cloud-infrastructure-automation,cloudposse-terraform-spacelift-cloud-infrastructure-automation.tar.gz,310365579.0,opa,catalog/policies/trigger.dependencies.rego
276,bigkaa/youtube,bigkaa/youtube,BigKAA-youtube.tar.gz,299611321.0,kyverno,kyverno/polices/02-hostpath.yaml
277,nirmata/kyverno-policies,nirmata/kyverno-policies,nirmata-kyverno-policies.tar.gz,433150271.0,kyverno,workload-security/restrict-secret-role-verbs/e2e/chainsaw-step-01-assert-1.yaml
278,lenaxia/home-ops-prod,lenaxia/home-ops-prod,lenaxia-home-ops-prod.tar.gz,547994422.0,kyverno,cluster/apps/kyverno/policies/apply-ingress-external-dns-annotations.yaml
279,elastic/cloudbeat,elastic/cloudbeat,elastic-cloudbeat.tar.gz,459119998.0,opa,security-policies/bundle/compliance/policy/azure/common.rego
280,intel/policy-library-intel-aws,intel/policy-library-intel-aws,intel-policy-library-intel-aws.tar.gz,567901744.0,hashicorp-sentinel,policies/intel-aws-instance-deny-unapproved-instance-types/intel-aws-instance-deny-unapproved-instance-types.sentinel
281,kyverno/kyverno-json,kyverno/kyverno-json,kyverno-kyverno-json.tar.gz,697487579.0,kyverno,catalog/ecs/ecs-service-public-ip.yaml
282,veraison/services,veraison/services,veraison-services.tar.gz,516390850.0,opa,policy/opa.rego
283,mrwulf/home-cluster,mrwulf/home-cluster,mrwulf-home-cluster.tar.gz,534835012.0,kyverno,cluster/apps/system/kyverno/policies/remove-cpu-limit.yaml
284,jamasten/azure,jamasten/azure,jamasten-Azure.tar.gz,252729359.0,azure,utilities/policies/networking/restrictSubnet/policy.json
285,openshift/sandboxed-containers-operator,openshift/sandboxed-containers-operator,openshift-sandboxed-containers-operator.tar.gz,286818960.0,opa,config/peerpods/podvm/agent-policy/coco-policy.rego
286,nathanmcnulty/nathanmcnulty,nathanmcnulty/nathanmcnulty,nathanmcnulty-nathanmcnulty.tar.gz,278484970.0,azure,Azure/Policy/EnableDefenderForServersPlan1.json
287,newbmiao/opa-koans,newbmiao/opa-koans,NewbMiao-opa-koans.tar.gz,246501863.0,opa,demos/entitlements/utils.rego
288,c0c0n3/kitt4sme.live,c0c0n3/kitt4sme.live,c0c0n3-kitt4sme.live.tar.gz,426236824.0,opa,dev/opa.poc/policy.rego
289,open-telemetry/semantic-conventions,open-telemetry/semantic-conventions,open-telemetry-semantic-conventions.tar.gz,638591290.0,opa,policies/entity_association.rego
290,monkslc/hyperpolyglot,monkslc/hyperpolyglot,monkslc-hyperpolyglot.tar.gz,248387967.0,opa,samples/Open Policy Agent/ssh.rego
291,pipelineai/pipeline,pipelineai/pipeline,PipelineAI-pipeline.tar.gz,38730494.0,opa,eks/demo/.cache/manifests/manifests-7a373809a663ded140f9b70a3e879a39f6e88479/gatekeeper/ns-required-annotations.yaml
292,azure/enterprise-azure-policy-as-code,azure/enterprise-azure-policy-as-code,Azure-enterprise-azure-policy-as-code.tar.gz,337162838.0,azure,StarterKit/Definitions-Common/policyDefinitions/Tagging/rg-addreplace-tag-dynamic-notscope.json
293,nirmata/kyverno-charts,nirmata/kyverno-charts,nirmata-kyverno-charts.tar.gz,425362601.0,kyverno,charts/pod-security-policies/templates/disallow-host-ports.yaml
294,jpetazzo/container.training,jpetazzo/container.training,jpetazzo-container.training.tar.gz,37004081.0,kyverno,k8s/kyverno-pod-color-1.yaml
295,statcan/gatekeeper-policies,statcan/gatekeeper-policies,StatCan-gatekeeper-policies.tar.gz,199915601.0,opa,pod-security-policy/block-automount-token/template.yaml
296,snoopy82481/home_cluster,snoopy82481/home_cluster,snoopy82481-home_cluster.tar.gz,538720947.0,kyverno,archive/kubernetes/apps/monitoring/kyverno/policies/apply-ingress-external-dns-annotations.yaml
297,controlplaneio/simulator,controlplaneio/simulator,controlplaneio-simulator.tar.gz,190058730.0,kyverno,ansible/roles/seven-seas/files/manifests/02-kyverno-policies.yaml
298,aws/aws-eks-best-practices,aws/aws-eks-best-practices,aws-aws-eks-best-practices.tar.gz,217173687.0,opa,policies/opa/gatekeeper/constraints/1-dep-labels-constraint.yaml
299,chaijunkin/home-ops,chaijunkin/home-ops,chaijunkin-home-ops.tar.gz,766143611.0,kyverno,.archive/DRAFT/kyverno/policies/remove-cpu-limits.yaml
300,teutonet/teutonet-helm-charts,teutonet/teutonet-helm-charts,teutonet-teutonet-helm-charts.tar.gz,539044505.0,kyverno,charts/base-cluster/templates/kyverno/policies/teuto-policies/restrict-automount-sa-token/_policy.yaml
301,maif/wasmo,maif/wasmo,MAIF-wasmo.tar.gz,705615829.0,opa,server/templates/otoroshi/opa/policies.rego
302,dotfilesh/ops,dotfilesh/ops,dotfilesh-ops.tar.gz,527309382.0,kyverno,k8s/clusters/kclt-01/apps/kyverno/kyverno/policies/sync-rgwuser-secrets.yaml
303,abuxton/tfx-vmp,abuxton/tfx-vmp,abuxton-tfx-vmp.tar.gz,558820288.0,hashicorp-sentinel,policy_sets/generic/policy.sentinel
304,n4vysh/n4vysh.dev,n4vysh/n4vysh.dev,n4vysh-n4vysh.dev.tar.gz,631620874.0,opa,infra/terragrunt/policy/main.rego
305,elastic/csp-security-policies,elastic/csp-security-policies,elastic-csp-security-policies.tar.gz,424210949.0,opa,bundle/compliance/policy/azure/common.rego
306,rond-authz/rond,rond-authz/rond,rond-authz-rond.tar.gz,499463016.0,opa,mocks/rego-policies/ignored_module.rego
307,googlecloudplatform/professional-services,googlecloudplatform/professional-services,GoogleCloudPlatform-professional-services.tar.gz,91730359.0,opa,tools/anthosvmware-ansible-module/policy-controller-config/cis-benchmark-bundle/5.2.2-5.2.3_psp-host-namespace.yaml
308,apheon-terra/01_k3s_ops,apheon-terra/01_k3s_ops,apheon-terra-01_k3s_ops.tar.gz,623540205.0,kyverno,kubernetes/apps/kyverno/kyverno/policies/apply-ingress-whitelist-annotations.yaml
309,litmuschaos/litmus,litmuschaos/litmus,litmuschaos-litmus.tar.gz,85039965.0,kyverno,mkdocs/docs/experiments/concepts/security/restricted-policies.yaml
310,nirmata/kyverno-aws-adapter,nirmata/kyverno-aws-adapter,nirmata-kyverno-aws-adapter.tar.gz,539712990.0,kyverno,config/samples/policies/check-cluster-tags.yaml
311,rootsongjc/cloud-native-library,rootsongjc/cloud-native-library,rootsongjc-cloud-native-library.tar.gz,214626648.0,opa,content/tsb/assets/howto/openapi-policy.rego
312,lsst-it/k8s-cookbook,lsst-it/k8s-cookbook,lsst-it-k8s-cookbook.tar.gz,242857618.0,kyverno,fleet/lib/kyverno-conf/policies/limit_hostpath_type_pv.yaml
313,hongbo-miao/hongbomiao.com,hongbo-miao/hongbomiao.com,hongbo-miao-hongbomiao.com.tar.gz,172822195.0,opa,api-go/internal/graphql_server/policies/app.rbac.rego
314,uninettsigma2/helm-charts,uninettsigma2/helm-charts,UNINETTSigma2-helm-charts.tar.gz,93739013.0,opa,policy/deny.rego
315,devopsmcpatral/devops,devopsmcpatral/devops,Devopsmcpatral-Devops.tar.gz,709991104.0,opa,hashicorp/terraform-cloud/policy-as-code/opa/policies/friday_deploys.rego
316,harness/developer-hub,harness/developer-hub,harness-developer-hub.tar.gz,528884267.0,kyverno,docs/chaos-engineering/security/security-templates/manifest/kyverno-policies/allow-host-paths-for-litmus-experiments-which-uses-hostPaths.yaml
317,cross-lab-project/crosslab,cross-lab-project/crosslab,Cross-Lab-Project-crosslab.tar.gz,490184055.0,opa,services/authorization/policy/crosslab.rego
318,project-sunbird/sunbird-ed-installer,project-sunbird/sunbird-ed-installer,project-sunbird-sunbird-ed-installer.tar.gz,753579938.0,opa,helmcharts/learnbb/charts/registry/configs/opa/policies.rego
319,alexrogalskiy/android-patterns,alexrogalskiy/android-patterns,AlexRogalskiy-android-patterns.tar.gz,329963677.0,opa,policy/kubernetes.rego
