number,safe_repo,repo_name,archive,repo_id,technology,path
17,azure/avdaccelerator,azure/avdaccelerator,Azure-avdaccelerator.tar.gz,447256665.0,azure,workload/policies/zeroTrust/policyDefinitions/policy-definition-es-vm-disk-zero-trust.json
18,pluralsh/bootstrap,pluralsh/bootstrap,pluralsh-bootstrap.tar.gz,735437748.0,opa,resources/policy/bundles/pss-baseline-v2022/host-namespaces-hostnetwork.yaml
19,samyuan1990/probe,samyuan1990/probe,SamYuan1990-Probe.tar.gz,304006367.0,opa,andLogic.rego
20,holaplex/hub-permissions,holaplex/hub-permissions,holaplex-hub-permissions.tar.gz,599965302.0,opa,policies/graphql/lib.rego
21,clayrisser/charts,clayrisser/charts,clayrisser-charts.tar.gz,148073701.0,kyverno,beta/penpot/templates/patches/enable-istio.yaml
22,nais/aivenator,nais/aivenator,nais-aivenator.tar.gz,362436080.0,kyverno,charts/aivenator/templates/clusterpolicy.yaml
23,gepaplexx/gp-helm-chart-development,gepaplexx/gp-helm-chart-development,gepaplexx-gp-helm-chart-development.tar.gz,436902976.0,kyverno,bke-development/gp-cicd-tools/templates/workflows/archive-objectstorage.yaml
24,kondukto-io/kntrl,kondukto-io/kntrl,kondukto-io-kntrl.tar.gz,744719396.0,opa,bundle/kntrl/custom/custom.rego
25,concourse/ci,concourse/ci,concourse-ci.tar.gz,188876851.0,opa,trivy-ignore/6.7-image.rego
26,tenable/terrascan,tenable/terrascan,tenable-terrascan.tar.gz,103084166.0,opa,pkg/policies/opa/rego/aws/aws_vpc/defaultVpcExist.rego
27,binxio/aws-cfn-update,binxio/aws-cfn-update,binxio-aws-cfn-update.tar.gz,130357332.0,cloudformation-guard,samples/config-rule-inline-code/dynamodb-pitr-enabled.guard
28,hashicorp-services/enablement-terraform-lab-modules,hashicorp-services/enablement-terraform-lab-modules,hashicorp-services-enablement-terraform-lab-modules.tar.gz,589152875.0,hashicorp-sentinel,lab-tfc-sentinel-policy/restrict-aws-instances-type.sentinel
29,oracle-devrel/cd3-automation-toolkit,oracle-devrel/cd3-automation-toolkit,oracle-devrel-cd3-automation-toolkit.tar.gz,549077250.0,opa,cd3_automation_toolkit/user-scripts/OPA/Logging_Monitoring/default_tags_check.rego
30,alexrogalskiy/javascript-patterns,alexrogalskiy/javascript-patterns,AlexRogalskiy-javascript-patterns.tar.gz,334891976.0,opa,policy/kubernetes.rego
31,open-policy-agent/gatekeeper,open-policy-agent/gatekeeper,open-policy-agent-gatekeeper.tar.gz,154894457.0,opa,demo/mutation/assignimagedemo.yaml
32,sudoersllc/opsbox-rego,sudoersllc/opsbox-rego,sudoersllc-opsbox-rego.tar.gz,898021546.0,opa,aws_rego/iam_checks/mfa_enabled/mfa_enabled.rego
33,ismailbay/k8s-dev-stack,ismailbay/k8s-dev-stack,ismailbay-k8s-dev-stack.tar.gz,723730906.0,kyverno,kubernetes/apps/kyverno/kyverno/policies/remove-cpu-limits.yaml
34,buvis/clusters,buvis/clusters,buvis-clusters.tar.gz,449041324.0,kyverno,cluster-home/operations/kube-tools/kyverno/policies/remove-cpu-limits.yaml
35,ryan-mcd/gitops-home-cluster,ryan-mcd/gitops-home-cluster,ryan-mcd-gitops-home-cluster.tar.gz,389478954.0,kyverno,cluster/apps/kyverno/policies/add-ndots.yaml
36,redhat-cop/gitops-catalog,redhat-cop/gitops-catalog,redhat-cop-gitops-catalog.tar.gz,250591307.0,kyverno,kyverno/overlays/sample-policies/disallow-anyuid-scc-policy.yaml
37,open-cluster-management-io/policy-collection,open-cluster-management-io/policy-collection,open-cluster-management-io-policy-collection.tar.gz,273075407.0,kyverno,policygenerator/kustomize/policy3_kyverno/kyverno.yaml
38,ministryofjustice/modernisation-platform-environments,ministryofjustice/modernisation-platform-environments,ministryofjustice-modernisation-platform-environments.tar.gz,359745886.0,opa,policies/terraform/deny.rego
39,azure/bicep-registry-modules,azure/bicep-registry-modules,Azure-bicep-registry-modules.tar.gz,447791597.0,azure,avm/ptn/aca-lza/hosting-environment/modules/policy/policy-definitions/aca-no-monitoring.json
40,davidclin/cloudcustodian-policies,davidclin/cloudcustodian-policies,davidclin-cloudcustodian-policies.tar.gz,129438014.0,cloud-custodian,policies/vpn.yml
41,debate-map/app,debate-map/app,debate-map-app.tar.gz,84543105.0,kyverno,Packages/deploy/Kyverno/ProtectCertManagerServices.yaml
42,replicatedhq/kurl,replicatedhq/kurl,replicatedhq-kURL.tar.gz,198898598.0,opa,addons/weave/2.6.5/build-images/weave-npc/.trivyignore.rego
43,beryju/k8s,beryju/k8s,BeryJu-k8s.tar.gz,347929503.0,kyverno,common-backup/kyverno/snapshot-cronjob-controller.yaml
44,konflux-ci/konflux-test,konflux-ci/konflux-test,konflux-ci-konflux-test.tar.gz,470130303.0,opa,policies/image/optional-labels.rego
45,azure/azuremonitorstarterpacks,azure/azuremonitorstarterpacks,Azure-AzureMonitorStarterPacks.tar.gz,664310472.0,azure,misc/packs/OpenAI/monitoring.json
46,vinod827/cloudkit-lab,vinod827/cloudkit-lab,vinod827-cloudkit-lab.tar.gz,327316280.0,kyverno,iac/demo/kyverno/2.1-kyverno-clusterpolicy-mutate-label.yml
47,alexrogalskiy/wotd,alexrogalskiy/wotd,AlexRogalskiy-wotd.tar.gz,341210722.0,opa,policy/deny.rego
48,cray-hpe/cray-opa-gatekeeper,cray-hpe/cray-opa-gatekeeper,Cray-HPE-cray-opa-gatekeeper.tar.gz,365248408.0,opa,charts/gatekeeper-policy-library/regos/host-namespaces/host-namespaces.src.rego
49,open-policy-agent/library,open-policy-agent/library,open-policy-agent-library.tar.gz,101445529.0,opa,docker/host_mounts.rego
50,kubesphere/kubesphere,kubesphere/kubesphere,kubesphere-kubesphere.tar.gz,130430977.0,opa,config/ks-core/files/extensions.customresourcefilters.rego
51,dlcowen/sansfor509,dlcowen/sansfor509,dlcowen-sansfor509.tar.gz,363507468.0,azure,Azure/PolicyStorageToEventHub.json
52,axeii/home-ops,axeii/home-ops,axeII-home-ops.tar.gz,383553362.0,kyverno,kubernetes/apps/kyverno/kyverno/policies/ingress.yaml
53,hashicorp/terraform-guides,hashicorp/terraform-guides,hashicorp-terraform-guides.tar.gz,110382488.0,hashicorp-sentinel,operations/automation-script/restrict-name-variable.sentinel
54,networkservicemesh/sdk,networkservicemesh/sdk,networkservicemesh-sdk.tar.gz,233907159.0,opa,pkg/tools/opa/sample_policies/custom_policy.rego
55,googlecloudplatform/blueprints,googlecloudplatform/blueprints,GoogleCloudPlatform-blueprints.tar.gz,322410427.0,opa,catalog/hierarchy/simple/policies/naming-constraint.yaml
56,giantswarm/kyverno-app,giantswarm/kyverno-app,giantswarm-kyverno-app.tar.gz,349438815.0,kyverno,helm/kyverno/templates/core-policies/trivy-cluster-cleanup-policy.yaml
57,azurenoops/terraform-azurerm-overlays-policy,azurenoops/terraform-azurerm-overlays-policy,azurenoops-terraform-azurerm-overlays-policy.tar.gz,607776958.0,azure,modules/policyDefinition/custompolicies/definitions/network/deny_appgw_without_waf.json
58,wunderio/charts,wunderio/charts,wunderio-charts.tar.gz,146619803.0,kyverno,silta-cluster/docs/kyverno-policies/restrict-seccomp.yaml
59,marvinbuss/terraform-landingzones,marvinbuss/terraform-landingzones,marvinbuss-Terraform-LandingZones.tar.gz,614918903.0,azure,code/cafModule/lib/policy_definitions/policy_definition_storage_account_virtual_network_rules_restriction.json
60,dheerajodha/the-mentalist-quiz,dheerajodha/the-mentalist-quiz,dheerajodha-the-mentalist-quiz.tar.gz,824602382.0,opa,ec-policy/rules/verify_base_go_version.rego
61,aws-cloudformation/resource-schema-guard-rail,aws-cloudformation/resource-schema-guard-rail,aws-cloudformation-resource-schema-guard-rail.tar.gz,539651479.0,cloudformation-guard,src/rpdk/guard_rail/rule_library/core/schema-linter-core-arn-rules.guard
62,mailbadger/app,mailbadger/app,mailbadger-app.tar.gz,38979597.0,opa,opa/rbac_authz.rego
63,sap/infrabox,sap/infrabox,SAP-InfraBox.tar.gz,126344645.0,opa,src/openpolicyagent/policies/projects_commits.rego
64,alexrogalskiy/proverbs,alexrogalskiy/proverbs,AlexRogalskiy-proverbs.tar.gz,346359381.0,opa,policy/deny.rego
65,jameswoolfenden/terraform-aws-s3,jameswoolfenden/terraform-aws-s3,JamesWoolfenden-terraform-aws-s3.tar.gz,163082476.0,checkov,checkov/S3MFADelete.py
66,lenaxia/home-ops-dev,lenaxia/home-ops-dev,lenaxia-home-ops-dev.tar.gz,547648675.0,kyverno,cluster/staging/apps/kyverno/policies/apply-ingress-external-dns-annotations.yaml
67,controlplaneio-fluxcd/d1-fleet,controlplaneio-fluxcd/d1-fleet,controlplaneio-fluxcd-d1-fleet.tar.gz,759751721.0,kyverno,tenants/apps/policies/validate-sources.yaml
68,microageservicesorg/azure-lighthouse-deploymentautomation,microageservicesorg/azure-lighthouse-deploymentautomation,MicroAgeServicesOrg-Azure-Lighthouse-deploymentAutomation.tar.gz,591447265.0,azure,customPolicyDefinitions/customTagPolicy.json
69,pluralsh/plural-helm-charts,pluralsh/plural-helm-charts,pluralsh-plural-helm-charts.tar.gz,403698924.0,kyverno,charts/kyverno-policies/templates/default/disallow-adding-capabilities.yaml
70,courselabs/kubernetes,courselabs/kubernetes,courselabs-kubernetes.tar.gz,356316709.0,opa,labs/admission/specs/opa-gatekeeper/constraints/requiredLabels.yaml
71,ansible/ansible-policy,ansible/ansible-policy,ansible-ansible-policy.tar.gz,741470706.0,opa,ansible_policy/rego/utils.rego
72,jferrater/opa-data-filter-spring-boot-starter,jferrater/opa-data-filter-spring-boot-starter,jferrater-opa-data-filter-spring-boot-starter.tar.gz,241153419.0,opa,opa-datafilter-core/src/integrationTest/resources/petclinic.rego
73,sud1691/azure_repo,sud1691/azure_repo,Sud1691-azure_repo.tar.gz,804729222.0,azure,modules/policy/policies/deny_storage_sku.json
74,diwise/iot-device-mgmt,diwise/iot-device-mgmt,diwise-iot-device-mgmt.tar.gz,475952315.0,opa,assets/config/authz.rego
75,chrisns/k8s-opa-boilerplate,chrisns/k8s-opa-boilerplate,chrisns-k8s-opa-boilerplate.tar.gz,362535503.0,opa,simpleRegistryCheck.rego
76,google/gke-policy-automation,google/gke-policy-automation,google-gke-policy-automation.tar.gz,470366002.0,opa,gke-policies/rule/cluster/location.rego
77,tvories/k8s-gitops,tvories/k8s-gitops,tvories-k8s-gitops.tar.gz,379041316.0,kyverno,archive/cluster/apps/system/kyverno/policies/sync-zalando-postgres-secrets.yaml
78,shiblon/entroq,shiblon/entroq,shiblon-entroq.tar.gz,134464022.0,opa,pkg/authz/opadata/conf/core/core-entroq-authz.rego
79,kubesphere/helm-charts,kubesphere/helm-charts,kubesphere-helm-charts.tar.gz,170423708.0,opa,src/main/ks-core/files/extensions.customresourcefilters.rego
80,cloudposse/terraform-aws-components,cloudposse/terraform-aws-components,cloudposse-terraform-aws-components.tar.gz,131209713.0,opa,deprecated/spacelift/rego-policies/access.default.rego
81,orange-opensource/optisam-backend,orange-opensource/optisam-backend,Orange-OpenSource-optisam-backend.tar.gz,226081740.0,opa,notification-service/cmd/server/rbac.rego
82,linode/apl-core,linode/apl-core,linode-apl-core.tar.gz,200118806.0,kyverno,charts/team-ns/templates/policies/other/required-label.yaml
83,open-policy-agent/gatekeeper-library,open-policy-agent/gatekeeper-library,open-policy-agent-gatekeeper-library.tar.gz,191437603.0,opa,mutation/pod-security-policy/read-only-root-filesystem/samples/mutation.yaml
84,intel/confidential-computing-zoo,intel/confidential-computing-zoo,intel-confidential-computing-zoo.tar.gz,431727603.0,opa,cczoo/horizontal_fl_coco/coco_tools/verdictd/opt/verdictd/opa/sgxPolicy.rego
85,securehats/securehacks,securehats/securehacks,SecureHats-SecureHacks.tar.gz,373569892.0,azure,policies/governance/RoleAssignments/azurepolicy.json
86,osnabrugge/home-ops,osnabrugge/home-ops,osnabrugge-home-ops.tar.gz,618226962.0,kyverno,kubernetes/apps/kyverno/kyverno/policies/volsync-movers.yaml
87,giantswarm/kyverno-policies,giantswarm/kyverno-policies,giantswarm-kyverno-policies.tar.gz,349133158.0,kyverno,helm/kyverno-policies/templates/supplemental/disallow-gitrepo-volume.yaml
88,azure/enterprise-scale,azure/enterprise-scale,Azure-Enterprise-Scale.tar.gz,264303818.0,azure,src/resources/Microsoft.Authorization/policyDefinitions/DenyAction-ActivityLogs.json
89,elastisys/compliantkubernetes-apps,elastisys/compliantkubernetes-apps,elastisys-compliantkubernetes-apps.tar.gz,308627472.0,opa,helmfile.d/charts/gatekeeper/podsecuritypolicies/templates/custom/read-only-root.yaml
90,suse-edge/charts,suse-edge/charts,suse-edge-charts.tar.gz,612955300.0,opa,charts/metallb/0.14.3/policy/speaker.rego
91,chef/automate,chef/automate,chef-automate.tar.gz,179318179.0,opa,components/authz-service/engine/opa/policy/common.rego
92,diamondlightsource/workflows,diamondlightsource/workflows,DiamondLightSource-workflows.tar.gz,765668416.0,kyverno,charts/sessionspaces/templates/pod-clusterpolicy.yaml
93,elastic/cloud-on-k8s,elastic/cloud-on-k8s,elastic-cloud-on-k8s.tar.gz,155368246.0,kyverno,hack/deployer/runner/kyverno/install/gke-policies.yaml
94,fahlke/flux-kind,fahlke/flux-kind,fahlke-flux-kind.tar.gz,520397827.0,kyverno,kyverno-policies/add-default-labels-to-all-namespaces.yaml
95,jimgbritt/azurepolicy,jimgbritt/azurepolicy,JimGBritt-AzurePolicy.tar.gz,176361514.0,azure,AzureMonitor/AzureDiags/AuditIfNotExists/Audit Diagnostic Setting - Event Hub.json
96,doitintl/kube-no-trouble,doitintl/kube-no-trouble,doitintl-kube-no-trouble.tar.gz,254161684.0,opa,pkg/rules/rego/deprecated-1-27.rego
97,omc-college/management-system,omc-college/management-system,omc-college-management-system.tar.gz,250765606.0,opa,pkg/rbac/opa/authorization.rego
98,hashicorp/observability-as-code,hashicorp/observability-as-code,hashicorp-observability-as-code.tar.gz,253794809.0,hashicorp-sentinel,datadog/policy/monitor.sentinel
99,bcgov/cloud-custodian-policies,bcgov/cloud-custodian-policies,bcgov-cloud-custodian-policies.tar.gz,332096163.0,cloud-custodian,policy/workload/ec2.yml
100,m9sweeper/m9sweeper,m9sweeper/m9sweeper,m9sweeper-m9sweeper.tar.gz,558915653.0,opa,dash/backend/src/gatekeeper-templates/general/containerlimits/samples/container-must-have-limits/constraint.yaml
101,confidential-containers/trustee,confidential-containers/trustee,confidential-containers-trustee.tar.gz,485367944.0,opa,kbs/sample_policies/deny_all.rego
102,chaitin/veinmind-tools,chaitin/veinmind-tools,chaitin-veinmind-tools.tar.gz,456840037.0,opa,plugins/go/veinmind-iac/rules/dockerfile/add_package.rego
103,workshoporgtest/tailspin-spacegame,workshoporgtest/tailspin-spacegame,WorkshopOrgTest-tailspin-spacegame.tar.gz,445033729.0,azure,policies/Web_Application_should_only_be_accessible_over_HTTPS_a4af4a39-4135-47fb-b175-47fbdf85311d/policy.json
104,portefaix/portefaix-policies,portefaix/portefaix-policies,portefaix-portefaix-policies.tar.gz,343191057.0,opa,opa/lib/konstraint/security.rego
105,operate-first/continuous-delivery,operate-first/continuous-delivery,operate-first-continuous-delivery.tar.gz,295382313.0,opa,policy/openshift.rego
106,ultra-supara/sisakulint,ultra-supara/sisakulint,ultra-supara-sisakulint.tar.gz,705494367.0,opa,script/actions/inherit.rego
107,nerddotdad/truecharts,nerddotdad/truecharts,nerddotdad-truecharts.tar.gz,841676742.0,kyverno,backups/core/kyverno-policies/app/schematic-to-pod.yaml
108,googlecloudplatform/gke-policy-library,googlecloudplatform/gke-policy-library,GoogleCloudPlatform-gke-policy-library.tar.gz,242189671.0,opa,anthos-bundles/nist-sp-800-190/block-secrets-of-type-basic-auth.yaml
109,embarkstudios/opa-policies,embarkstudios/opa-policies,EmbarkStudios-opa-policies.tar.gz,310227465.0,opa,policy/lib.rego
110,thoth-station/thoth-application,thoth-station/thoth-application,thoth-station-thoth-application.tar.gz,243238665.0,opa,policy/openshift.rego
111,vmware/dod-compliance-and-automation,vmware/dod-compliance-and-automation,vmware-dod-compliance-and-automation.tar.gz,228668958.0,opa,tkg/2.1.0/gatekeeper-policies/tkg/repo/constraint.yaml
112,hatim-khan/abbey-starter-kit-quickstart,hatim-khan/abbey-starter-kit-quickstart,hatim-khan-abbey-starter-kit-quickstart.tar.gz,673515086.0,opa,policies/common/common.rego
113,govuk-one-login/authentication-api,govuk-one-login/authentication-api,govuk-one-login-authentication-api.tar.gz,370683892.0,checkov-yaml,checkov-policies/log-retention.yaml
114,microsoft/genaiscript,microsoft/genaiscript,microsoft-genaiscript.tar.gz,679784368.0,azure,packages/sample/src/azure-lza/02-spoke/modules/policy/policy-definitions/aca-no-monitoring.json
115,controlplaneio/threat-modelling-labs,controlplaneio/threat-modelling-labs,controlplaneio-threat-modelling-labs.tar.gz,386234570.0,opa,lab4/local/source/policy/privileged/constraint.yaml
116,redhat-cop/rego-policies,redhat-cop/rego-policies,redhat-cop-rego-policies.tar.gz,262924542.0,opa,policy/lib/memory/src.rego
117,jameswoolfenden/terraform-gcp-storage,jameswoolfenden/terraform-gcp-storage,JamesWoolfenden-terraform-gcp-storage.tar.gz,216853879.0,checkov,checkov/BucketsNotPublic.py
118,grafana/mimir,grafana/mimir,grafana-mimir.tar.gz,385634291.0,opa,operations/policies/poddisruptionbudget.rego
119,bacalhau-project/bacalhau,bacalhau-project/bacalhau,bacalhau-project-bacalhau.tar.gz,424996787.0,opa,ops/marketplace-tf/modules/instance_files/authz_policy.rego
120,eclipse-symphony/symphony,eclipse-symphony/symphony,eclipse-symphony-symphony.tar.gz,738864606.0,opa,docs/samples/k8s/gatekeeper/policy.yaml
121,fairwindsops/charts,fairwindsops/charts,FairwindsOps-charts.tar.gz,165707159.0,opa,incubator/opa/policies/ingress-conflicts.rego
122,rwejlgaard/pez-k8s,rwejlgaard/pez-k8s,RWejlgaard-pez-k8s.tar.gz,576803165.0,kyverno,kyverno-custom-policies/default-pod-resources.yaml
123,googlecloudplatform/cloud-foundation-toolkit,googlecloudplatform/cloud-foundation-toolkit,GoogleCloudPlatform-cloud-foundation-toolkit.tar.gz,179173656.0,opa,reports/sample/vm.rego
124,nl-ams-locgov/zaakafhandelcomponent,nl-ams-locgov/zaakafhandelcomponent,NL-AMS-LOCGOV-zaakafhandelcomponent.tar.gz,416646145.0,opa,src/main/resources/policies/zaak-rechten.rego
125,orchestracities/anubis,orchestracities/anubis,orchestracities-anubis.tar.gz,333055661.0,opa,config/opa-service/rego/nop.rego
126,cvat-ai/cvat,cvat-ai/cvat,cvat-ai-cvat.tar.gz,139156354.0,opa,cvat/apps/quality_control/rules/quality_utils.rego
127,stackabletech/opa-operator,stackabletech/opa-operator,stackabletech-opa-operator.tar.gz,358257746.0,opa,rust/regorule-library/src/userinfo/v1.rego
128,artazar/flux2-general,artazar/flux2-general,artazar-flux2-general.tar.gz,538765376.0,kyverno,charts/security/default-kyverno-cluster-policies/templates/disable-automountserviceaccounttoken.yaml
129,cozystack/cozystack,cozystack/cozystack,cozystack-cozystack.tar.gz,721858229.0,opa,packages/system/metallb/charts/metallb/policy/speaker.rego
130,datadog/security-agent-policies,datadog/security-agent-policies,DataDog-security-agent-policies.tar.gz,283871532.0,opa,compliance/containers/cis-docker-1.2.0-2.5.rego
131,mxab/nacp,mxab/nacp,mxab-nacp.tar.gz,600415546.0,opa,misc/hashitalk_secure2024/digest/digest.rego
132,microsoft/hcsshim,microsoft/hcsshim,microsoft-hcsshim.tar.gz,38258831.0,opa,internal/regopolicyinterpreter/module.rego
133,houssemdellai/productsstoreonkubernetes,houssemdellai/productsstoreonkubernetes,HoussemDellai-ProductsStoreOnKubernetes.tar.gz,150493079.0,opa,opa-gatekeeper/all_ns_must_have_gatekeeper.yaml
134,kubewarden/unique-ingress-policy,kubewarden/unique-ingress-policy,kubewarden-unique-ingress-policy.tar.gz,713310475.0,opa,policy.rego
135,fybrik/charts,fybrik/charts,fybrik-charts.tar.gz,343231747.0,opa,charts/fybrik/files/opa-server/policy-lib/allow-by-default.rego
136,openshift-4-compliance/openshift-4-compliance-automation,openshift-4-compliance/openshift-4-compliance-automation,openshift-4-compliance-openshift-4-compliance-automation.tar.gz,347585116.0,opa,open-policy-agent/trusted-image-sources/disallowed-registries/constraint.yaml
137,ergho/homelab-ops,ergho/homelab-ops,ergho-homelab-ops.tar.gz,467248061.0,kyverno,cluster/apps/kyverno/kyverno/policies/volsync-movers.yaml
138,kaapana/kaapana,kaapana/kaapana,kaapana-kaapana.tar.gz,285529340.0,opa,services/kaapana-admin/auth-backend/auth-backend-chart/files/auth-policies.rego
139,scribe-public/gitgat,scribe-public/gitgat,scribe-public-gitgat.tar.gz,503625714.0,opa,github/token.rego
140,thedarthmole/upswake,thedarthmole/upswake,TheDarthMole-upswake.tar.gz,700580954.0,opa,rules/alwaysTrue.rego
141,aermie/devsecops,aermie/devsecops,AErmie-DevSecOps.tar.gz,341198103.0,azure,Infrastructure-Source-Code/AzureBicep-Examples/201/policy-definition-with-assignment/main.json
142,qlonik/musical-parakeet,qlonik/musical-parakeet,qlonik-musical-parakeet.tar.gz,563137602.0,kyverno,kubernetes/main/apps/kyverno/kyverno/policies/ingress-auth-annotations.yaml
143,ossf/alpha-omega,ossf/alpha-omega,ossf-alpha-omega.tar.gz,426394209.0,opa,omega/oaf/omega/assertion/policy/builtin/no_antivirus_findings.rego
144,replicatedhq/kots-lint,replicatedhq/kots-lint,replicatedhq-kots-lint.tar.gz,250063354.0,opa,pkg/kots/rego/builders-opa.rego
145,intel/policy-library-intel-azure,intel/policy-library-intel-azure,intel-policy-library-intel-azure.tar.gz,567901738.0,hashicorp-sentinel,policies/intel-azurerm-windows-web-app-enforce-http2/intel-azurerm-windows-web-app-enforce-http2.sentinel
146,packtpublishing/kubernetes---an-enterprise-guide-2e,packtpublishing/kubernetes---an-enterprise-guide-2e,PacktPublishing-Kubernetes---An-Enterprise-Guide-2E.tar.gz,385792956.0,opa,chapter8/defaultUser/yaml/addDefaultUser.yaml
147,portefaix/portefaix-hub,portefaix/portefaix-hub,portefaix-portefaix-hub.tar.gz,317845893.0,kyverno,charts/portefaix-kyverno/templates/policy-C0003.yaml
148,phylum-dev/policy,phylum-dev/policy,phylum-dev-policy.tar.gz,613628051.0,opa,minimal_code.rego
149,mxlint/mxlint-extension,mxlint/mxlint-extension,mxlint-mxlint-extension.tar.gz,843111304.0,opa,resources/App/policies/003_modules/003_0001_number_of_modules.rego
150,h3mmy/bloopysphere,h3mmy/bloopysphere,h3mmy-bloopySphere.tar.gz,421941726.0,kyverno,cluster/apps/kyverno/policies/add-prom-probes.yaml
151,circleci-public/circle-policy-agent,circleci-public/circle-policy-agent,CircleCI-Public-circle-policy-agent.tar.gz,506674544.0,opa,internal/helpers/rego/utils/utils.rego
152,kubewarden/rego-policies-library,kubewarden/rego-policies-library,kubewarden-rego-policies-library.tar.gz,902887748.0,opa,staging/KubernetesProhibitNakedPods/policy.rego
153,trosvald/home-ops,trosvald/home-ops,trosvald-home-ops.tar.gz,843308606.0,kyverno,kubernetes/infra/apps/kyverno/kyverno/policies/volsync-movers.yaml
154,teialabs/tauth,teialabs/tauth,TeiaLabs-tauth.tar.gz,681812491.0,opa,resources/policies/tauth_utils.rego
155,alexrogalskiy/kotlin-patterns,alexrogalskiy/kotlin-patterns,AlexRogalskiy-kotlin-patterns.tar.gz,321002290.0,opa,policy/kubernetes.rego
156,ratify-project/ratify,ratify-project/ratify,ratify-project-ratify.tar.gz,395717930.0,opa,library/notation-validation/template.yml
157,kubev2v/forklift,kubev2v/forklift,kubev2v-forklift.tar.gz,534160590.0,opa,validation/policies/io/konveyor/forklift/ovirt/debug.rego
158,cloudnativegbb/cluster-baseline,cloudnativegbb/cluster-baseline,CloudNativeGBB-cluster-baseline.tar.gz,234174778.0,opa,manifests/gatekeeper/policies/containerlimits/src.rego
159,kokoichi206/til,kokoichi206/til,kokoichi206-til.tar.gz,386217059.0,opa,books/anything/pac/main/main.rego
160,soluto/airbag,soluto/airbag,Soluto-airbag.tar.gz,120640711.0,opa,open-policy-agent/policy.rego
161,9elements/firmware-action,9elements/firmware-action,9elements-firmware-action.tar.gz,593563066.0,opa,.trivy_policy/policy/firmware_exception.rego
162,tyconsulting/blogposts,tyconsulting/blogposts,tyconsulting-BlogPosts.tar.gz,63512137.0,azure,Azure-Bicep/policy-definitions/general/pol-deny-resource-type.json
163,cds-snc/opa_checks,cds-snc/opa_checks,cds-snc-opa_checks.tar.gz,406104572.0,opa,aws_terraform/ssm_parameter_name_invalid.rego
164,prancer-io/prancer-compliance-test,prancer-io/prancer-compliance-test,prancer-io-prancer-compliance-test.tar.gz,264085623.0,opa,kubernetes/cloud/PR-K8S-0030.rego
165,nakamasato/kubernetes-training,nakamasato/kubernetes-training,nakamasato-kubernetes-training.tar.gz,260809063.0,opa,contents/open-policy-agent/gatekeeper/require-labels/k8srequiredlabels.yaml
166,tmobile/magtape,tmobile/magtape,tmobile-magtape.tar.gz,235880772.0,opa,policies/policy-singleton-pod-check.rego
167,jameswoolfenden/terraform-aws-cloudfront-s3,jameswoolfenden/terraform-aws-cloudfront-s3,JamesWoolfenden-terraform-aws-cloudfront-s3.tar.gz,196768263.0,checkov,checkov/WAFEnabled.py
168,secmon-lab/alertchain,secmon-lab/alertchain,secmon-lab-alertchain.tar.gz,385270439.0,opa,pkg/usecase/templates/policy/authz/http.rego
169,enterprise-contract/ec-policies,enterprise-contract/ec-policies,enterprise-contract-ec-policies.tar.gz,476408089.0,opa,policy/release/collection/redhat_rpms/redhat_rpms.rego
170,jameswoolfenden/terraform-aws-ecr,jameswoolfenden/terraform-aws-ecr,JamesWoolfenden-terraform-aws-ecr.tar.gz,164227247.0,checkov,checkov/ECRImmutableTags.py
171,ministryofjustice/analytical-platform,ministryofjustice/analytical-platform,ministryofjustice-analytical-platform.tar.gz,564809052.0,kyverno,terraform/aws/analytical-platform-data-production/airflow/files/kyverno_policies/kyv.privilege_escalation.yaml
172,kyverno/policies,kyverno/policies,kyverno-policies.tar.gz,317986632.0,kyverno,kubevirt/enforce-instancetype/enforce-instancetype.yaml
173,osinfra-io/datadog-organization-management,osinfra-io/datadog-organization-management,osinfra-io-datadog-organization-management.tar.gz,800239557.0,opa,opa/labels/labels.rego
174,fybrik/airbyte-module,fybrik/airbyte-module,fybrik-airbyte-module.tar.gz,471479644.0,opa,fybrik/sample-policy.rego
175,open-policy-agent/contrib,open-policy-agent/contrib,open-policy-agent-contrib.tar.gz,89408036.0,opa,cloud-foundry/polices/pshelpers/compare_numbers.rego
176,aws-cloudformation/cloudformation-guard,aws-cloudformation/cloudformation-guard,aws-cloudformation-cloudformation-guard.tar.gz,271888852.0,cloudformation-guard,guard/resources/validate/comments.guard
177,ioggstream/python-course,ioggstream/python-course,ioggstream-python-course.tar.gz,16859689.0,opa,.dockerfile-security.rego
178,jjgadgets/biohazard,jjgadgets/biohazard,JJGadgets-Biohazard.tar.gz,480539981.0,kyverno,.archive/kube/deploy/core/kyverno/policies/cnp-within-ns.yaml
179,martin77s/azure,martin77s/azure,martin77s-Azure.tar.gz,189301782.0,azure,Policy/Audit SQLDB without ThreatProtection.json
180,bradmccoydev/tfval,bradmccoydev/tfval,bradmccoydev-tfval.tar.gz,419918230.0,opa,policies/opa-tags-policy.rego
181,erudinsky/azure-bicep-workshop,erudinsky/azure-bicep-workshop,erudinsky-Azure-Bicep-Workshop.tar.gz,479857395.0,azure,Labs/2-policies/policies/allowed_location.json
182,jdavid77/home-cluster,jdavid77/home-cluster,Jdavid77-home-cluster.tar.gz,562264143.0,kyverno,k8s/archive/utils/kyverno/policies/auth-annotations.yaml
