repo_name,archive_name,repo_id
jouve/charts,jouve-charts.tar.gz,641652568
Azure/ALZ-Bicep,Azure-ALZ-Bicep.tar.gz,396743838
kubewarden/disallow-service-nodeport-policy,kubewarden-disallow-service-nodeport-policy.tar.gz,407485149
dipankardas011/Learn-Cloud-Native-Tools,dipankardas011-Learn-Cloud-Native-Tools.tar.gz,455950566
mathieu-benoit/ci-with-helm,mathieu-benoit-ci-with-helm.tar.gz,535925718
HummerRisk/HummerRisk,HummerRisk-HummerRisk.tar.gz,499359479
hashicorp/nomad-guides,hashicorp-nomad-guides.tar.gz,110382535
devspace-cloud/devspace-cloud,devspace-cloud-devspace-cloud.tar.gz,197343751
CiscoDevNet/sdwan-devops,CiscoDevNet-sdwan-devops.tar.gz,197055843
qbeyond/terraform-azurerm-archetype-lib,qbeyond-terraform-azurerm-archetype-lib.tar.gz,645334508
DaoCloud/dce-charts-repackage,DaoCloud-dce-charts-repackage.tar.gz,521113807
Nordix/metal3-clusterapi-docs,Nordix-metal3-clusterapi-docs.tar.gz,206261010
neilmfrench/homelab-prod,neilmfrench-homelab-prod.tar.gz,586082284
aquasecurity/postee,aquasecurity-postee.tar.gz,75539205
digicatapult/veritable-cloudagent,digicatapult-veritable-cloudagent.tar.gz,660099340
rallyhealth/conftest-policy-packs,rallyhealth-conftest-policy-packs.tar.gz,371760649
confluentinc/policy-library-confluent-terraform,confluentinc-policy-library-confluent-terraform.tar.gz,614974702
stylescube/Sam-s-Custodian,stylescube-Sam-s-Custodian.tar.gz,170404183
dettanym/prose,dettanym-prose.tar.gz,587935554
GSA/grace-cloudcustodian,GSA-grace-cloudcustodian.tar.gz,209335437
c0c0n3/teadal.proto,c0c0n3-teadal.proto.tar.gz,591431972
mitodl/ol-infrastructure,mitodl-ol-infrastructure.tar.gz,267145677
Parsifal-M/backstage-opa-plugins,Parsifal-M-backstage-opa-plugins.tar.gz,606474191
magda-io/magda,magda-io-magda.tar.gz,66343967
deployKF/deployKF,deployKF-deployKF.tar.gz,614078982
auricom/home-ops,auricom-home-ops.tar.gz,314181082
prancer-io/prancer-hello-world,prancer-io-prancer-hello-world.tar.gz,265148374
meshcloud/collie-hub,meshcloud-collie-hub.tar.gz,490416297
OpenMPDK/dss-minio,OpenMPDK-dss-minio.tar.gz,465173638
nuts-foundation/nuts-workshops,nuts-foundation-nuts-workshops.tar.gz,160206718
DoD-Platform-One/Gatekeeper,DoD-Platform-One-Gatekeeper.tar.gz,696977286
pagopa/eng-azure-governance,pagopa-eng-azure-governance.tar.gz,456850243
Vikaspogu/openshift-multicluster,Vikaspogu-openshift-multicluster.tar.gz,506817262
anderseknert/opal,anderseknert-opal.tar.gz,304718789
chen-keinan/mesh-kridik,chen-keinan-mesh-kridik.tar.gz,413327567
alibaba/SREWorks,alibaba-SREWorks.tar.gz,470487478
microsoft/fabric-toolbox,microsoft-fabric-toolbox.tar.gz,656801299
dmwm/CMSKubernetes,dmwm-CMSKubernetes.tar.gz,123613440
aws-cloudformation/rain,aws-cloudformation-rain.tar.gz,185874127
Azure/terraform-azurerm-caf-enterprise-scale,Azure-terraform-azurerm-caf-enterprise-scale.tar.gz,298040750
defenseunicorns/lula,defenseunicorns-lula.tar.gz,530354374
adhar-io/adhar,adhar-io-adhar.tar.gz,713137530
solo-io/hoot,solo-io-hoot.tar.gz,307173863
prefapp/daggerverse,prefapp-daggerverse.tar.gz,775972909
open-policy-agent/frameworks,open-policy-agent-frameworks.tar.gz,173843668
jostrm/azure-enterprise-scale-ml,jostrm-azure-enterprise-scale-ml.tar.gz,354982755
NovaMachina/home-ops,NovaMachina-home-ops.tar.gz,843618674
CHERIoT-Platform/network-stack,CHERIoT-Platform-network-stack.tar.gz,731279129
PacktPublishing/Kubernetes-An-Enterprise-Guide-Third-Edition,PacktPublishing-Kubernetes-An-Enterprise-Guide-Third-Edition.tar.gz,650449161
intelops/policyhub,intelops-policyhub.tar.gz,734656199
AlexRogalskiy/charts,AlexRogalskiy-charts.tar.gz,337395887
cbc02009/k8s-home-ops,cbc02009-k8s-home-ops.tar.gz,516091372
Azure/azure-policy,Azure-azure-policy.tar.gz,98492017
SocialGouv/infra-apps,SocialGouv-infra-apps.tar.gz,824555176
DoD-Platform-One/Kyverno-Policies,DoD-Platform-One-Kyverno-Policies.tar.gz,696977432
AlexRogalskiy/screenshots,AlexRogalskiy-screenshots.tar.gz,338610006
gucio1200/home-infra,gucio1200-home-infra.tar.gz,580849095
aws/aws-cdk,aws-aws-cdk.tar.gz,105808767
GoogleCloudPlatform/solution-acceleration-toolkit,GoogleCloudPlatform-solution-acceleration-toolkit.tar.gz,232851813
aquasecurity/avd-generator,aquasecurity-avd-generator.tar.gz,287123296
armory/se-spinnaker-config,armory-se-spinnaker-config.tar.gz,276706613
kubewarden/raw-validation-opa-policy,kubewarden-raw-validation-opa-policy.tar.gz,709390468
TkPegatron/homelab-k8sflux,TkPegatron-homelab-k8sflux.tar.gz,680816790
Snowflake-Labs/sansshell,Snowflake-Labs-sansshell.tar.gz,411709740
odahu/odahu-flow,odahu-odahu-flow.tar.gz,219930786
budimanjojo/home-cluster,budimanjojo-home-cluster.tar.gz,381001331
daluca/cloud,daluca-cloud.tar.gz,588761522
Bearer/bearer,Bearer-bearer.tar.gz,542197924
koralium/OPADotNet,koralium-OPADotNet.tar.gz,390546533
CharbelNemnom/Power-MVP-Elite,CharbelNemnom-Power-MVP-Elite.tar.gz,114026513
educates/educates-training-platform,educates-educates-training-platform.tar.gz,476091798
FalkWinkler/k3s-gitops,FalkWinkler-k3s-gitops.tar.gz,437833524
opendatahub-io-contrib/data-mesh-pattern,opendatahub-io-contrib-data-mesh-pattern.tar.gz,619387142
Legit-Labs/legitify,Legit-Labs-legitify.tar.gz,513947555
samip5/k8s-cluster,samip5-k8s-cluster.tar.gz,387935428
data-catering/insta-infra,data-catering-insta-infra.tar.gz,807386292
valitydev/bouncer-policies,valitydev-bouncer-policies.tar.gz,452198096
premisedata/gcp-tutorials,premisedata-gcp-tutorials.tar.gz,368586354
tkestack/charts,tkestack-charts.tar.gz,394871206
ardanlabs/liarsdice,ardanlabs-liarsdice.tar.gz,515274699
nexodus-io/nexodus,nexodus-io-nexodus.tar.gz,545068542
jsa4000/homelab-ops,jsa4000-homelab-ops.tar.gz,770867638
tyconsulting/azurepolicy,tyconsulting-azurepolicy.tar.gz,145643478
labring-actions/cluster-image,labring-actions-cluster-image.tar.gz,484095473
ollionorg/gcp-landing-zone,ollionorg-gcp-landing-zone.tar.gz,529133508
azsk/AzTS-docs,azsk-AzTS-docs.tar.gz,357971808
rancher/partner-charts,rancher-partner-charts.tar.gz,276161202
linkedin/openhouse,linkedin-openhouse.tar.gz,756620350
par-tec/super-sast,par-tec-super-sast.tar.gz,578201834
soulwhisper/homelab-ops,soulwhisper-homelab-ops.tar.gz,857193770
cert-manager/cert-manager,cert-manager-cert-manager.tar.gz,92313258
kubernetes/k8s.io,kubernetes-k8s.io.tar.gz,66314075
Azure/aks-app-routing-operator,Azure-aks-app-routing-operator.tar.gz,475550441
project-sunbird/sunbird-devops,project-sunbird-sunbird-devops.tar.gz,96124296
tuxpeople/k8s-homelab,tuxpeople-k8s-homelab.tar.gz,372035867
GoogleCloudPlatform/terraform-google-secured-data-warehouse,GoogleCloudPlatform-terraform-google-secured-data-warehouse.tar.gz,363251886
crossplane/tbs,crossplane-tbs.tar.gz,201123926
SebastiaanPasterkamp/dndmachine,SebastiaanPasterkamp-dndmachine.tar.gz,441257538
awslabs/idf-modules,awslabs-idf-modules.tar.gz,612266272
blaqvikin/Powershell-In-The-Making,blaqvikin-Powershell-In-The-Making.tar.gz,232899500
killer-sh/cks-course-environment,killer-sh-cks-course-environment.tar.gz,313927079
kube-tarian/helmrepo-supporting-tools,kube-tarian-helmrepo-supporting-tools.tar.gz,586611976
JamesWoolfenden/terraform-aws-activemq,JamesWoolfenden-terraform-aws-activemq.tar.gz,233854093
artifacthub/hub,artifacthub-hub.tar.gz,233809604
spiffe/spire,spiffe-spire.tar.gz,100061496
azurenoops/ref-scca-enclave-policy-starter,azurenoops-ref-scca-enclave-policy-starter.tar.gz,636743203
BrunoReboul/terraform-google-realtime-asset-monitor,BrunoReboul-terraform-google-realtime-asset-monitor.tar.gz,390600082
Azure/Community-Policy,Azure-Community-Policy.tar.gz,221338252
lakekeeper/lakekeeper,lakekeeper-lakekeeper.tar.gz,782635104
nonfx/starchitect-cloudguard,nonfx-starchitect-cloudguard.tar.gz,890339082
ollionorg/cloud-custodian-aws-policies,ollionorg-cloud-custodian-aws-policies.tar.gz,589451155
meshery/meshery,meshery-meshery.tar.gz,157554479
konflux-ci/konflux-ci,konflux-ci-konflux-ci.tar.gz,769559541
andrewkrug/securing-the-cloud-supplemental,andrewkrug-securing-the-cloud-supplemental.tar.gz,332268528
noobient/noobuntu,noobient-noobuntu.tar.gz,199827146
atea/tc24-infraops,atea-tc24-infraops.tar.gz,785581158
fybrik/hello-world-read-module,fybrik-hello-world-read-module.tar.gz,350021494
devantler-tech/platform,devantler-tech-platform.tar.gz,494599576
Checkmarx/kics,Checkmarx-kics.tar.gz,278200746
aws-ia/terraform-aws-eks-blueprints,aws-ia-terraform-aws-eks-blueprints.tar.gz,355360954
FlorisFeddema/homelab,FlorisFeddema-homelab.tar.gz,553177213
helderpinto/AzureUpdateManagerTools,helderpinto-AzureUpdateManagerTools.tar.gz,695604077
YunosukeY/policy-for-pss,YunosukeY-policy-for-pss.tar.gz,571097584
clouditor/clouditor,clouditor-clouditor.tar.gz,186387230
RafaySystems/getstarted,RafaySystems-getstarted.tar.gz,429970371
jfroy/flatops,jfroy-flatops.tar.gz,764972992
GersonRS/modern-gitops-stack-module-metallb,GersonRS-modern-gitops-stack-module-metallb.tar.gz,781495028
aquasecurity/tracee-action,aquasecurity-tracee-action.tar.gz,366879318
joshuaspence/homelab,joshuaspence-homelab.tar.gz,278581941
autokitteh/autokitteh,autokitteh-autokitteh.tar.gz,758802433
DMTF/spdm-emu,DMTF-spdm-emu.tar.gz,357250260
DoD-Platform-One/gitlab-runner,DoD-Platform-One-gitlab-runner.tar.gz,692182453
HC-IPPM/safe-inputs,HC-IPPM-safe-inputs.tar.gz,513294989
factorhouse/kpow-local,factorhouse-kpow-local.tar.gz,218170098
likvid-bank/likvid-cloudfoundation,likvid-bank-likvid-cloudfoundation.tar.gz,515181153
external-secrets/external-secrets,external-secrets-external-secrets.tar.gz,313628863
jamelachahbar/AzureOptimizer,jamelachahbar-AzureOptimizer.tar.gz,818733830
