,repo_id,path,ref,size,technology,id
0,105808767,tools/@aws-cdk/security-guardian/rules/trust_scope_rules.guard,561f24ffbc54de9fc21acc49c11a8e988718f26e,1074,cloudformation-guard,105808767
1,271888852,guard/resources/validate/comments.guard,0302134e79559a672b3d215a72386ae1a315828d,21,cloudformation-guard,271888852
2,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4239,cloudformation-guard,608128360
3,185874127,internal/cmd/build/tmpl/scripts/rules.guard,251173dfabc5d5120e38a34160483839683e29ea,214704,cloudformation-guard,185874127
4,521233050,cloudformation/rules.guard,a507d81b3396bd0f4f489c3ef06d8f73dffff478,2593,cloudformation-guard,521233050
6,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2582,cloudformation-guard,608128360
7,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-24.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4356,cloudformation-guard,608128360
8,608128360,rules/control-tower/cfn-guard/identityandaccessmanagement/ct-iam-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5645,cloudformation-guard,608128360
9,271888852,guard/resources/parse-tree/rules-dir/rule_with_this_keyword.guard,0302134e79559a672b3d215a72386ae1a315828d,660,cloudformation-guard,271888852
10,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-7.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5771,cloudformation-guard,608128360
14,271888852,guard/resources/validate/functions/rules/json_parse.guard,0302134e79559a672b3d215a72386ae1a315828d,555,cloudformation-guard,271888852
15,271888852,guard/resources/validate/functions/rules/join.guard,0302134e79559a672b3d215a72386ae1a315828d,438,cloudformation-guard,271888852
16,608128360,rules/control-tower/cfn-guard/elasticache/ct-elasticache-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3908,cloudformation-guard,608128360
18,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-12.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5381,cloudformation-guard,608128360
19,608128360,rules/control-tower/cfn-guard/ec2autoscaling/ct-autoscaling-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4370,cloudformation-guard,608128360
20,608128360,rules/control-tower/cfn-guard/lambda/ct-lambda-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2862,cloudformation-guard,608128360
21,608128360,rules/control-tower/cfn-guard/codebuild/ct-codebuild-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5350,cloudformation-guard,608128360
22,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3925,cloudformation-guard,608128360
23,608128360,rules/control-tower/cfn-guard/emr/ct-emr-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,8051,cloudformation-guard,608128360
24,608128360,rules/control-tower/cfn-guard/cloudfront/ct-cloudfront-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5913,cloudformation-guard,608128360
25,608128360,rules/control-tower/cfn-guard/cloudfront/ct-cloudfront-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3178,cloudformation-guard,608128360
26,271888852,guard/resources/validate/functions/rules/join_with_message.guard,0302134e79559a672b3d215a72386ae1a315828d,316,cloudformation-guard,271888852
27,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-15.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4539,cloudformation-guard,608128360
28,608128360,rules/control-tower/cfn-guard/cloudfront/ct-cloudfront-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4227,cloudformation-guard,608128360
29,608128360,rules/control-tower/cfn-guard/efs/ct-elasticfilesysystem-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2908,cloudformation-guard,608128360
30,608128360,rules/control-tower/cfn-guard/identityandaccessmanagement/ct-iam-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5271,cloudformation-guard,608128360
31,608128360,rules/control-tower/cfn-guard/sqs/ct-sqs-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5563,cloudformation-guard,608128360
32,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-20.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6237,cloudformation-guard,608128360
33,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-18.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,8651,cloudformation-guard,608128360
34,608128360,rules/control-tower/cfn-guard/keymanagementservice/ct-kms-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5823,cloudformation-guard,608128360
35,608128360,rules/control-tower/cfn-guard/athena/ct-athena-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4989,cloudformation-guard,608128360
36,608128360,rules/control-tower/cfn-guard/stepfunctions/ct-stepfunctions-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3401,cloudformation-guard,608128360
37,608128360,rules/control-tower/cfn-guard/appsync/ct-appsync-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3050,cloudformation-guard,608128360
38,608128360,rules/control-tower/cfn-guard/networkfirewall/ct-network-firewall-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4670,cloudformation-guard,608128360
39,608128360,rules/control-tower/cfn-guard/sagemaker/ct-sagemaker-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2930,cloudformation-guard,608128360
40,608128360,rules/control-tower/cfn-guard/elasticbeanstalk/ct-elasticbeanstalk-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,11567,cloudformation-guard,608128360
41,608128360,rules/control-tower/cfn-guard/certificatemanager/ct-acm-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5334,cloudformation-guard,608128360
42,608128360,rules/control-tower/cfn-guard/codebuild/ct-codebuild-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6902,cloudformation-guard,608128360
43,608128360,rules/control-tower/cfn-guard/waf/ct-waf-regional-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2888,cloudformation-guard,608128360
44,608128360,rules/control-tower/cfn-guard/documentdb/ct-documentdb-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3193,cloudformation-guard,608128360
45,608128360,rules/control-tower/cfn-guard/guardduty/ct-guardduty-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3720,cloudformation-guard,608128360
47,271888852,guard/resources/validate/db_param_port_rule.guard,0302134e79559a672b3d215a72386ae1a315828d,933,cloudformation-guard,271888852
48,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4464,cloudformation-guard,608128360
49,608128360,rules/control-tower/cfn-guard/waf/ct-waf-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2831,cloudformation-guard,608128360
50,130357332,samples/config-rule-inline-code/dynamodb-pitr-enabled.guard,ef10538d066147f8e6a6d440df16370e289b88b6,488,cloudformation-guard,130357332
51,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-10.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4996,cloudformation-guard,608128360
52,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-15.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,7699,cloudformation-guard,608128360
53,525482735,hooks/S3_PublicAccessControlsRestricted/src/awscommunity_s3_publicaccesscontrolsrestricted/rules/s3_publicaccesscontrols_restricted.guard,2f9aa7cd6edb7a55c826ef74b9d4a347e4e42a23,771,cloudformation-guard,525482735
54,608128360,rules/control-tower/cfn-guard/redshift/ct-redshift-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3074,cloudformation-guard,608128360
55,539651479,src/rpdk/guard_rail/rule_library/core/schema-linter-core-arn-rules.guard,f576f7a65823c274d6f33333231fddfef4dc2ea1,543,cloudformation-guard,539651479
56,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-13.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3018,cloudformation-guard,608128360
59,608128360,rules/control-tower/cfn-guard/dynamodb/ct-dax-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4617,cloudformation-guard,608128360
60,539651479,src/rpdk/guard_rail/rule_library/permissions/schema-linter-core-permission-rules.guard,f576f7a65823c274d6f33333231fddfef4dc2ea1,5816,cloudformation-guard,539651479
61,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5327,cloudformation-guard,608128360
62,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4411,cloudformation-guard,608128360
63,608128360,rules/control-tower/cfn-guard/redshift/ct-redshift-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3055,cloudformation-guard,608128360
64,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-26.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2733,cloudformation-guard,608128360
65,608128360,rules/control-tower/cfn-guard/cloudtrail/ct-cloudtrail-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2961,cloudformation-guard,608128360
66,608128360,rules/control-tower/cfn-guard/neptune/ct-neptune-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2919,cloudformation-guard,608128360
67,608128360,rules/control-tower/cfn-guard/sagemaker/ct-sagemaker-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6094,cloudformation-guard,608128360
68,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-13.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6660,cloudformation-guard,608128360
69,608128360,rules/control-tower/cfn-guard/ecr/ct-ecr-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3420,cloudformation-guard,608128360
70,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-9.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6694,cloudformation-guard,608128360
71,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-23.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2900,cloudformation-guard,608128360
72,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-27.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,7794,cloudformation-guard,608128360
73,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-9.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3253,cloudformation-guard,608128360
74,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-16.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4966,cloudformation-guard,608128360
75,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-10.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4328,cloudformation-guard,608128360
76,608128360,rules/control-tower/cfn-guard/waf/ct-wafv2-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2629,cloudformation-guard,608128360
77,608128360,rules/control-tower/cfn-guard/lambda/ct-lambda-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3643,cloudformation-guard,608128360
78,608128360,rules/control-tower/cfn-guard/redshift/ct-redshift-pr-8.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2715,cloudformation-guard,608128360
79,608128360,rules/control-tower/cfn-guard/kinesis/ct-kinesis-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5376,cloudformation-guard,608128360
80,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,7459,cloudformation-guard,608128360
81,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3236,cloudformation-guard,608128360
82,608128360,rules/control-tower/cfn-guard/apigateway/ct-apigateway-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2774,cloudformation-guard,608128360
83,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-11.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3017,cloudformation-guard,608128360
84,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6412,cloudformation-guard,608128360
85,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-30.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5658,cloudformation-guard,608128360
86,608128360,rules/control-tower/cfn-guard/dynamodb/ct-dynamodb-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3441,cloudformation-guard,608128360
89,271888852,guard/resources/validate/rules-dir/s3_bucket_server_side_encryption_enabled.guard,0302134e79559a672b3d215a72386ae1a315828d,781,cloudformation-guard,271888852
90,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3556,cloudformation-guard,608128360
91,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-13.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2714,cloudformation-guard,608128360
92,608128360,rules/control-tower/cfn-guard/waf/ct-waf-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2796,cloudformation-guard,608128360
93,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,7355,cloudformation-guard,608128360
95,608128360,rules/control-tower/cfn-guard/emr/ct-emr-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6020,cloudformation-guard,608128360
96,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-12.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3138,cloudformation-guard,608128360
97,608128360,rules/control-tower/cfn-guard/efs/ct-elasticfilesysystem-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2770,cloudformation-guard,608128360
98,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3312,cloudformation-guard,608128360
99,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3173,cloudformation-guard,608128360
100,608128360,rules/control-tower/cfn-guard/ecs/ct-ecs-pr-9.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4246,cloudformation-guard,608128360
101,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-16.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6292,cloudformation-guard,608128360
102,608128360,rules/control-tower/cfn-guard/lambda/ct-lambda-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3786,cloudformation-guard,608128360
103,608128360,rules/control-tower/cfn-guard/emr/ct-emr-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6193,cloudformation-guard,608128360
104,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-7.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4470,cloudformation-guard,608128360
105,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-13.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4347,cloudformation-guard,608128360
106,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3992,cloudformation-guard,608128360
107,608128360,rules/control-tower/cfn-guard/ec2autoscaling/ct-autoscaling-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,9160,cloudformation-guard,608128360
108,608128360,rules/control-tower/cfn-guard/elasticache/ct-elasticache-pr-8.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5525,cloudformation-guard,608128360
109,608128360,rules/control-tower/cfn-guard/ecr/ct-ecr-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3022,cloudformation-guard,608128360
110,608128360,rules/control-tower/cfn-guard/lambda/ct-lambda-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5478,cloudformation-guard,608128360
111,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-21.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3067,cloudformation-guard,608128360
112,608128360,rules/control-tower/cfn-guard/ec2autoscaling/ct-autoscaling-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3328,cloudformation-guard,608128360
113,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6742,cloudformation-guard,608128360
114,608128360,rules/control-tower/cfn-guard/redshift/ct-redshift-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2899,cloudformation-guard,608128360
115,608128360,rules/control-tower/cfn-guard/sagemaker/ct-sagemaker-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5358,cloudformation-guard,608128360
116,608128360,rules/control-tower/cfn-guard/elasticache/ct-elasticache-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3784,cloudformation-guard,608128360
118,271888852,guard/resources/validate/functions/rules/substring.guard,0302134e79559a672b3d215a72386ae1a315828d,230,cloudformation-guard,271888852
119,608128360,rules/control-tower/cfn-guard/ecs/ct-ecs-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4105,cloudformation-guard,608128360
120,608128360,rules/control-tower/cfn-guard/dynamodb/ct-dax-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3079,cloudformation-guard,608128360
121,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-14.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4958,cloudformation-guard,608128360
122,271888852,guard/resources/validate/rules-dir/s3_bucket_logging_enabled.guard,0302134e79559a672b3d215a72386ae1a315828d,1222,cloudformation-guard,271888852
123,608128360,rules/control-tower/cfn-guard/ecs/ct-ecs-pr-7.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4055,cloudformation-guard,608128360
124,608128360,rules/control-tower/cfn-guard/apigateway/ct-apigateway-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5494,cloudformation-guard,608128360
125,608128360,rules/control-tower/cfn-guard/stepfunctions/ct-stepfunctions-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6365,cloudformation-guard,608128360
126,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-19.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4778,cloudformation-guard,608128360
127,608128360,rules/control-tower/cfn-guard/emr/ct-emr-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6086,cloudformation-guard,608128360
128,608128360,rules/control-tower/cfn-guard/waf/ct-wafv2-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2665,cloudformation-guard,608128360
129,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5416,cloudformation-guard,608128360
130,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-8.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5030,cloudformation-guard,608128360
131,608128360,rules/control-tower/cfn-guard/cloudfront/ct-cloudfront-pr-11.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,7010,cloudformation-guard,608128360
133,608128360,rules/control-tower/cfn-guard/dynamodb/ct-dynamodb-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3014,cloudformation-guard,608128360
134,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,7368,cloudformation-guard,608128360
135,608128360,rules/control-tower/cfn-guard/cloudwatch/ct-cloudwatch-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2867,cloudformation-guard,608128360
136,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-14.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,8493,cloudformation-guard,608128360
137,608128360,rules/control-tower/cfn-guard/ec2autoscaling/ct-autoscaling-pr-9.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4769,cloudformation-guard,608128360
138,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-10.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4553,cloudformation-guard,608128360
139,608128360,rules/control-tower/cfn-guard/msk/ct-msk-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3859,cloudformation-guard,608128360
140,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-8.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,7114,cloudformation-guard,608128360
141,608128360,rules/control-tower/cfn-guard/documentdb/ct-documentdb-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2868,cloudformation-guard,608128360
142,608128360,rules/control-tower/cfn-guard/lambda/ct-lambda-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6624,cloudformation-guard,608128360
143,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6462,cloudformation-guard,608128360
144,608128360,rules/control-tower/cfn-guard/identityandaccessmanagement/ct-iam-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,9672,cloudformation-guard,608128360
145,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,6556,cloudformation-guard,608128360
146,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-16.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4618,cloudformation-guard,608128360
147,608128360,rules/control-tower/cfn-guard/appsync/ct-appsync-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5759,cloudformation-guard,608128360
148,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-11.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3413,cloudformation-guard,608128360
149,608128360,rules/control-tower/cfn-guard/ecs/ct-ecs-pr-10.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3390,cloudformation-guard,608128360
150,608128360,rules/control-tower/cfn-guard/cloudfront/ct-cloudfront-pr-9.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5402,cloudformation-guard,608128360
151,608128360,rules/control-tower/cfn-guard/databasemigrationservice/ct-dms-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4805,cloudformation-guard,608128360
152,608128360,rules/control-tower/cfn-guard/networkfirewall/ct-network-firewall-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4297,cloudformation-guard,608128360
153,525482735,hooks/EC2_SecurityGroupRestrictedSSH/src/awscommunity_ec2_securitygrouprestrictedssh/rules/security_group_ingress.guard,2f9aa7cd6edb7a55c826ef74b9d4a347e4e42a23,625,cloudformation-guard,525482735
154,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-18.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4696,cloudformation-guard,608128360
155,608128360,rules/control-tower/cfn-guard/appsync/ct-appsync-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2906,cloudformation-guard,608128360
156,608128360,rules/control-tower/cfn-guard/networkfirewall/ct-network-firewall-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3352,cloudformation-guard,608128360
157,608128360,rules/control-tower/cfn-guard/ecs/ct-ecs-pr-6.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3944,cloudformation-guard,608128360
158,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-14.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4778,cloudformation-guard,608128360
161,271888852,guard/resources/validate/workshop.guard,0302134e79559a672b3d215a72386ae1a315828d,1497,cloudformation-guard,271888852
162,608128360,rules/control-tower/cfn-guard/waf/ct-waf-regional-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2949,cloudformation-guard,608128360
163,271888852,guard/resources/validate/functions/rules/failing_complex_rule.guard,0302134e79559a672b3d215a72386ae1a315828d,410,cloudformation-guard,271888852
164,608128360,rules/control-tower/cfn-guard/ec2autoscaling/ct-autoscaling-pr-8.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,8475,cloudformation-guard,608128360
165,608128360,rules/control-tower/cfn-guard/glue/ct-glue-pr-1.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3799,cloudformation-guard,608128360
166,271888852,guard/resources/validate/functions/rules/regex_replace.guard,0302134e79559a672b3d215a72386ae1a315828d,971,cloudformation-guard,271888852
167,608128360,rules/control-tower/cfn-guard/apigateway/ct-apigateway-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5399,cloudformation-guard,608128360
169,608128360,rules/control-tower/cfn-guard/ec2/ct-ec2-pr-10.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3452,cloudformation-guard,608128360
170,608128360,rules/control-tower/cfn-guard/elasticloadbalancing/ct-elasticloadbalancing-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5103,cloudformation-guard,608128360
171,271888852,guard/resources/validate/functions/rules/count_with_message.guard,0302134e79559a672b3d215a72386ae1a315828d,275,cloudformation-guard,271888852
172,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-4.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4170,cloudformation-guard,608128360
173,608128360,rules/control-tower/cfn-guard/ec2autoscaling/ct-autoscaling-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4754,cloudformation-guard,608128360
174,608128360,rules/control-tower/cfn-guard/codebuild/ct-codebuild-pr-2.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5650,cloudformation-guard,608128360
175,608128360,rules/control-tower/cfn-guard/cloudfront/ct-cloudfront-pr-5.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4728,cloudformation-guard,608128360
176,608128360,rules/control-tower/cfn-guard/opensearchservice/ct-opensearch-pr-10.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3335,cloudformation-guard,608128360
177,608128360,rules/control-tower/cfn-guard/s3/ct-s3-pr-12.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4651,cloudformation-guard,608128360
178,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-3.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,2928,cloudformation-guard,608128360
179,608128360,rules/control-tower/cfn-guard/ecs/ct-ecs-pr-12.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4714,cloudformation-guard,608128360
180,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-12.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4593,cloudformation-guard,608128360
181,608128360,rules/control-tower/cfn-guard/redshift/ct-redshift-pr-9.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,5140,cloudformation-guard,608128360
182,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-9.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,3692,cloudformation-guard,608128360
183,608128360,rules/control-tower/cfn-guard/rds/ct-rds-pr-15.guard,f250f4bf021a35f91dfa4090226df0c51f786c82,4662,cloudformation-guard,608128360
